"","original_family","original_name","name_in_Flora","original_ID","final_family","scientificName","taxonID","vernacular_names","notes","tax_notes","notes_fam","nombre"
"228","Erythroxylaceae","Erythroxylum revolutum Mart.","Erythroxylum revolutum Mart.",17431,"Erythroxylaceae","Erythroxylum revolutum Mart.",17431,"cumixá-PORTUGUES-Nordeste/cumixá-branco-PORTUGUES-Rio Grande do Norte/oitizinho-PORTUGUES-Nordeste/quebra-facão-PORTUGUES-Nordeste/rompe-gibão-PORTUGUES-Nordeste/amarelinho-PORTUGUES-Sergipe/banha-de-galinha-PORTUGUES-Sergipe/varela-PORTUGUES-Sergipe","LFB","name ok","","Erythroxylum revolutum"
"229","Erythroxylaceae","Erythroxylum subrotundum A.St.-Hil.","Erythroxylum subrotundum A.St.-Hil.",17436,"Erythroxylaceae","Erythroxylum subrotundum A.St.-Hil.",17436,NA,"LFB","name ok","","Erythroxylum subrotundum"
"230","Lecythidaceae","Eschweilera amazonica R.Knuth","Eschweilera amazonica R.Knuth",36647,"Lecythidaceae","Eschweilera amazonica R.Knuth",36647,"matamataci-PORTUGUES-NA/matamatá preto-PORTUGUES-NA","LFB","name ok","","Eschweilera amazonica"
"231","Lecythidaceae","Eschweilera grandiflora (Aubl.) Sandwith","Eschweilera grandiflora (Aubl.) Sandwith",36657,"Lecythidaceae","Eschweilera grandiflora (Aubl.) Sandwith",36657,"castanharana-PORTUGUES-NA/castanha vermelha-PORTUGUES-NA/matamatá-PORTUGUES-NA/matamatá amarelo-PORTUGUES-NA/matamatá branco-PORTUGUES-NA/matamatá róseo-PORTUGUES-NA/tibira-PORTUGUES-NA","LFB","name ok","","Eschweilera grandiflora"
"232","Lecythidaceae","Eschweilera nana Miers","Eschweilera nana (O.Berg) Miers",17966,"Lecythidaceae","Eschweilera nana (O.Berg) Miers",17966,"tucari do campo-PORTUGUES-NA","LFB","name ok","","Eschweilera nana"
"233","Lecythidaceae","Eschweilera ovata Mart ex Miers","Eschweilera ovata (Cambess.) Mart. ex Miers",8554,"Lecythidaceae","Eschweilera ovata (Cambess.) Mart. ex Miers",8554,"biriba-PORTUGUES-NA/biriba-branca-PORTUGUES-NA/biriba-preta-PORTUGUES-NA/tauari-sinho-PORTUGUES-Maranhão","LFB","name ok","","Eschweilera ovata"
"234","Rutaceae","Esenbeckia pumila Pohl","Esenbeckia pumila Pohl",611,"Rutaceae","Esenbeckia pumila Pohl",611,NA,"LFB","name ok","","Esenbeckia pumila"
"235","Myrtaceae","Eugenia astringens Cambess.","Eugenia astringens Cambess.",25824,"Myrtaceae","Eugenia astringens Cambess.",25824,NA,"LFB","name ok","","Eugenia astringens"
"236","Myrtaceae","Eugenia brejoensis Mazine","Eugenia brejoensis Mazine",111507,"Myrtaceae","Eugenia brejoensis Mazine",111507,NA,"LFB","name ok","","Eugenia brejoensis"
"237","Myrtaceae","Eugenia candolleana DC.","Eugenia candolleana DC.",10364,"Myrtaceae","Eugenia candolleana DC.",10364,NA,"LFB","name ok","","Eugenia candolleana"
"238","Myrtaceae","Eugenia complicata O.Berg","Eugenia complicata O.Berg",31491,"Myrtaceae","Eugenia complicata O.Berg",31491,NA,"LFB","name ok","","Eugenia complicata"
"239","Myrtaceae","Eugenia dodonaeifolia Cambess.","Eugenia dodonaeifolia Cambess.",10386,"Myrtaceae","Eugenia dodonaeifolia Cambess.",10386,NA,"LFB","name ok","","Eugenia dodonaeifolia"
"240","Myrtaceae","Eugenia francavilleana O.Berg","Eugenia francavilleana O.Berg",10401,"Myrtaceae","Eugenia francavilleana O.Berg",10401,NA,"LFB","name ok","","Eugenia francavilleana"
"241","Myrtaceae","Eugenia fusca O.Berg","Eugenia fusca O.Berg",10402,"Myrtaceae","Eugenia fusca O.Berg",10402,NA,"LFB","name ok","","Eugenia fusca"
"242","Myrtaceae","Eugenia handroana D.Legrand","Eugenia handroana D.Legrand",10411,"Myrtaceae","Eugenia handroana D.Legrand",10411,NA,"LFB","name ok","","Eugenia handroana"
"243","Myrtaceae","Eugenia hirta O.Berg","Eugenia hirta O.Berg",10415,"Myrtaceae","Eugenia hirta O.Berg",10415,NA,"LFB","name ok","","Eugenia hirta"
"244","Myrtaceae","Eugenia itapemirimensis Cambess.","Eugenia itapemirimensis Cambess.",10426,"Myrtaceae","Eugenia itapemirimensis Cambess.",10426,NA,"LFB","name ok","","Eugenia itapemirimensis"
"245","Myrtaceae","Eugenia kleinii D.Legrand","Eugenia kleinii D.Legrand",10429,"Myrtaceae","Eugenia kleinii D.Legrand",10429,NA,"LFB","name ok","","Eugenia kleinii"
"246","Myrtaceae","Eugenia langsdorffii O.Berg","Eugenia langsdorffii O.Berg",31498,"Myrtaceae","Eugenia langsdorffii O.Berg",31498,NA,"LFB","name ok","","Eugenia langsdorffii"
"247","Myrtaceae","Eugenia melanogyna (D.Legrand) Sobral","Eugenia melanogyna (D.Legrand) Sobral",10458,"Myrtaceae","Eugenia melanogyna (D.Legrand) Sobral",10458,NA,"LFB","name ok","","Eugenia melanogyna"
"248","Myrtaceae","Eugenia mosenii (Kausel) Sobral","Eugenia mosenii (Kausel) Sobral",10464,"Myrtaceae","Eugenia mosenii (Kausel) Sobral",10464,NA,"LFB","name ok","","Eugenia mosenii"
"249","Myrtaceae","Eugenia multicostata D.Legrand","Eugenia multicostata D.Legrand",10465,"Myrtaceae","Eugenia multicostata D.Legrand",10465,NA,"LFB","name ok","","Eugenia multicostata"
"250","Myrtaceae","Eugenia neoglomerata Sobral","Eugenia neoglomerata Sobral",10470,"Myrtaceae","Eugenia neoglomerata Sobral",10470,NA,"LFB","name ok","","Eugenia neoglomerata"
"251","Myrtaceae","Eugenia neoverrucosa Sobral","Eugenia neoverrucosa Sobral",10477,"Myrtaceae","Eugenia neoverrucosa Sobral",10477,NA,"LFB","name ok","","Eugenia neoverrucosa"
"252","Myrtaceae","Eugenia pistaciifolia DC.","Eugenia pistaciifolia DC.",19845,"Myrtaceae","Eugenia pistaciifolia DC.",19845,NA,"LFB","name ok","","Eugenia pistaciifolia"
"253","Myrtaceae","Eugenia pruniformis Cambess.","Eugenia pruniformis Cambess.",10510,"Myrtaceae","Eugenia pruniformis Cambess.",10510,NA,"LFB","name ok","","Eugenia pruniformis"
"254","Myrtaceae","Eugenia rostrata O.Berg","Eugenia rostrata O.Berg",10524,"Myrtaceae","Eugenia rostrata O.Berg",10524,NA,"LFB","name ok","","Eugenia rostrata"
"255","Myrtaceae","Eugenia selloi B.D.Jacks.","Eugenia selloi (O. Berg) B.D. Jacks.",36979,"Myrtaceae","Eugenia selloi (O. Berg) B.D. Jacks.",36979,"Pitangatuba-PORTUGUES-Rio de Janeiro","LFB","name ok","","Eugenia selloi"
"256","Myrtaceae","Eugenia sonderiana O.Berg","Eugenia sonderiana O.Berg",10532,"Myrtaceae","Eugenia sonderiana O.Berg",10532,NA,"LFB","name ok","","Eugenia sonderiana"
"257","Myrtaceae","Eugenia sparsa S.Moore","Eugenia sparsa S.Moore",36982,"Myrtaceae","Eugenia sparsa S.Moore",36982,NA,"LFB","name ok","","Eugenia sparsa"
"258","Myrtaceae","Eugenia splendens O.Berg","Eugenia splendens O.Berg",25847,"Myrtaceae","Eugenia splendens O.Berg",25847,NA,"LFB","name ok","","Eugenia splendens"
"259","Myrtaceae","Eugenia stigmatosa DC.","Eugenia stigmatosa DC.",10541,"Myrtaceae","Eugenia stigmatosa DC.",10541,NA,"LFB","name ok","","Eugenia stigmatosa"
"260","Myrtaceae","Eugenia subavenia O.Berg","Eugenia subavenia O.Berg",10546,"Myrtaceae","Eugenia subavenia O.Berg",10546,NA,"LFB","name ok","","Eugenia subavenia"
"261","Myrtaceae","Eugenia sulcata Spring ex Mart.","Eugenia sulcata Spring ex Mart.",10551,"Myrtaceae","Eugenia sulcata Spring ex Mart.",10551,NA,"LFB","name ok","","Eugenia sulcata"
"262","Myrtaceae","Eugenia ternatifolia Cambess.","Eugenia ternatifolia Cambess.",10555,"Myrtaceae","Eugenia ternatifolia Cambess.",10555,NA,"LFB","name ok","","Eugenia ternatifolia"
"263","Myrtaceae","Eugenia verticillata (Vell.) Angely","Eugenia verticillata (Vell.) Angely",36996,"Myrtaceae","Eugenia verticillata (Vell.) Angely",36996,"guamirim-PORTUGUES-Sul","LFB","name ok","","Eugenia verticillata"
"264","Myrtaceae","Eugenia vetula DC.","Eugenia vetula DC.",19849,"Myrtaceae","Eugenia vetula DC.",19849,NA,"LFB","name ok","","Eugenia vetula"
"265","Chrysobalanaceae","Exellodendron cordatum (Hook.f.) Prance","Exellodendron cordatum (Hook.f.) Prance",16786,"Chrysobalanaceae","Exellodendron cordatum (Hook.f.) Prance",16786,NA,"LFB","name ok","","Exellodendron cordatum"
"266","Rubiaceae","Faramea bracteata Benth.","Faramea bracteata Benth.",32591,"Rubiaceae","Faramea bracteata Benth.",32591,NA,"LFB","name ok","","Faramea bracteata"
"267","Rubiaceae","Faramea nigrescens Mart.","Faramea nigrescens Mart.",13977,"Rubiaceae","Faramea nigrescens Mart.",13977,NA,"LFB","name ok","","Faramea nigrescens"
"268","Rubiaceae","Faramea stipulacea DC.","Faramea stipulacea (Cham. & Schltdl.) DC.",13990,"Rubiaceae","Faramea stipulacea (Cham. & Schltdl.) DC.",13990,NA,"LFB","name ok","","Faramea stipulacea"
"269","Moraceae","Ficus bahiensis C.C.Berg & Carauta","Ficus bahiensis C.C.Berg & Carauta",10139,"Moraceae","Ficus bahiensis C.C.Berg & Carauta",10139,NA,"LFB","name ok","","Ficus bahiensis"
"270","Moraceae","Ficus cestrifolia Schott ex Spreng.","Ficus cestrifolia Schott ex Spreng.",10140,"Moraceae","Ficus cestrifolia Schott ex Spreng.",10140,NA,"LFB","name ok","","Ficus cestrifolia"
"271","Moraceae","Ficus enormis (Mart. ex Miq.) Mart.","Ficus enormis Mart. ex Miq.",10160,"Moraceae","Ficus enormis Mart. ex Miq.",10160,NA,"LFB","name ok","","Ficus enormis"
"272","Celastraceae","Fraunhofera multiflora Mart.","Fraunhofera multiflora Mart.",16745,"Celastraceae","Fraunhofera multiflora Mart.",16745,NA,"LFB","name ok","","Fraunhofera multiflora"
"273","Rutaceae","Galipea jasminiflora Engl.","Galipea jasminiflora (A.St.-Hil.) Engl.",746,"Rutaceae","Galipea jasminiflora (A.St.-Hil.) Engl.",746,"carrapateiro-PORTUGUES-São Paulo/chupa-ferro-PORTUGUES-Sudeste/guamixinga-PORTUGUES-Sudeste/jasmim-do-mato-PORTUGUES-Sudeste/mamoninha-PORTUGUES-Minas Gerais/quina-de-três-folhas-PORTUGUES-Sudeste/quina-falsa-PORTUGUES-Sudeste/quina-quina-PORTUGUES-Sudetes/ticoró-PORTUGUES-Sudeste/três folhas-PORTUGUES-Sudeste/três-folhas-do-mato-PORTUGUES-São Paulo","LFB","name ok","","Galipea jasminiflora"
"274","Phytolaccaceae","Gallesia integrifolia (Spreng.) Harms","Gallesia integrifolia (Spreng.) Harms",12578,"Phytolaccaceae","Gallesia integrifolia (Spreng.) Harms",12578,NA,"LFB","name ok","","Gallesia integrifolia"
"275","Clusiaceae","Garcinia brasiliensis Mart.","Garcinia brasiliensis Mart.",6851,"Clusiaceae","Garcinia brasiliensis Mart.",6851,NA,"LFB",NA,"","Garcinia brasiliensis"
"276","Ericaceae","Gaultheria eriophylla (Pers.) Mart.","Gaultheria eriophylla (Pers.) Sleumer ex Burtt",7472,"Ericaceae","Gaultheria eriophylla (Pers.) Sleumer ex Burtt",7472,NA,"LFB","name ok","","Gaultheria eriophylla"
"277","Ericaceae","Gaylussacia brasiliensis Meisn.","Gaylussacia brasiliensis (Spreng.) Meisn.",7483,"Ericaceae","Gaylussacia brasiliensis (Spreng.) Meisn.",7483,"camarinha-PORTUGUES-sul","LFB","name ok","","Gaylussacia brasiliensis"
"278","Arecaceae","Geonoma elegans Mart.","Geonoma elegans Mart.",44301,"Arecaceae","Geonoma elegans Mart.",44301,NA,"LFB","name ok","","Geonoma elegans"
"279","Nyctaginaceae","Guapira graciliflora (Mart. ex Schmidt) Lundell","Guapira graciliflora (Mart. ex Schmidt) Lundell",19906,"Nyctaginaceae","Guapira graciliflora (Mart. ex Schmidt) Lundell",19906,"pau-piranha-PORTUGUES-MA,PE","LFB","name ok","","Guapira graciliflora"
"280","Nyctaginaceae","Guapira noxia (Netto) Lundell","Guapira noxia (Netto) Lundell",19908,"Nyctaginaceae","Guapira noxia (Netto) Lundell",19908,"pau-judeo-PORTUGUES-MG/joão-mole-PORTUGUES-MG/joão-mole-do-campo-PORTUGUES-MG/capa-rosa-PORTUGUES-MG/pau-lepra-PORTUGUES-MG","LFB","name ok","","Guapira noxia"
"281","Nyctaginaceae","Guapira tomentosa (Casar.) Lundell","Guapira tomentosa (Casar.) Lundell",10915,"Nyctaginaceae","Guapira tomentosa (Casar.) Lundell",10915,NA,"LFB","name ok","","Guapira tomentosa"
"282","Nyctaginaceae","Guapira venosa (Choisy) Lundell","Guapira venosa (Choisy) Lundell",10916,"Nyctaginaceae","Guapira venosa (Choisy) Lundell",10916,NA,"LFB","name ok","","Guapira venosa"
"283","Annonaceae","Guatteria macropus Mart.","Guatteria macropus Mart.",110419,"Annonaceae","Guatteria macropus Mart.",110419,NA,"LFB","name ok","","Guatteria macropus"
"284","Annonaceae","Guatteria oligocarpa Mart.","Guatteria oligocarpa Mart.",110430,"Annonaceae","Guatteria oligocarpa Mart.",110430,NA,"LFB","name ok","","Guatteria oligocarpa"
"285","Annonaceae","Guatteria pogonopus Mart.","Guatteria pogonopus Mart.",110437,"Annonaceae","Guatteria pogonopus Mart.",110437,NA,"LFB","name ok","","Guatteria pogonopus"
"286","Annonaceae","Guatteria scytophylla Diels","Guatteria scytophylla Diels",110452,"Annonaceae","Guatteria scytophylla Diels",110452,"Envira preta-PORTUGUES-NA/Envireira-PORTUGUES-NA","LFB","name ok","","Guatteria scytophylla"
"287","Rubiaceae","Guettarda angelica Mart. ex Müll.Arg.","Guettarda angelica Mart. ex Müll.Arg.",20749,"Rubiaceae","Guettarda angelica Mart. ex Müll.Arg.",20749,NA,"LFB","name ok","","Guettarda angelica"
"288","Rubiaceae","Guettarda platypoda DC.","Guettarda platypoda DC.",14055,"Rubiaceae","Guettarda platypoda DC.",14055,NA,"LFB","name ok","","Guettarda platypoda"
"289","Bignoniaceae","Handroanthus umbellatus (Sond.) Mattos","Handroanthus umbellatus (Sond.) Mattos",114098,"Bignoniaceae","Handroanthus umbellatus (Sond.) Mattos",114098,NA,"LFB","name ok","","Handroanthus umbellatus"
"290","Olacaceae","Heisteria perianthomega (Vell.) Sleumer","Heisteria perianthomega (Vell.) Sleumer",10963,"Olacaceae","Heisteria perianthomega (Vell.) Sleumer",10963,NA,"LFB","name ok","","Heisteria perianthomega"
"291","Olacaceae","Heisteria silvianii Schwacke","Heisteria silvianii Schwacke",10964,"Olacaceae","Heisteria silvianii Schwacke",10964,NA,"LFB","name ok","","Heisteria silvianii"
"292","Apocynaceae","Himatanthus bracteatus (A.DC.) Woodson","Himatanthus bracteatus (A. DC.) Woodson",4620,"Apocynaceae","Himatanthus bracteatus (A. DC.) Woodson",4620,"Banana de papagaio-PORTUGUES-Sudeste","LFB","name ok","","Himatanthus bracteatus"
"293","Apocynaceae","Himatanthus drasticus (Mart.) Plumel","Himatanthus drasticus (Mart.) Plumel",4621,"Apocynaceae","Himatanthus drasticus (Mart.) Plumel",4621,"Janaúba-PORTUGUES-Nordeste/Tiborna-PORTUGUES-Nordeste","LFB","name ok","","Himatanthus drasticus"
"294","Chrysobalanaceae","Hirtella hebeclada Moric.","Hirtella hebeclada Moric. ex DC.",16800,"Chrysobalanaceae","Hirtella hebeclada Moric. ex DC.",16800,"cinzeiro-PORTUGUES-Sudeste/pau-de-lixa-PORTUGUES-Sudeste","LFB","name ok","","Hirtella hebeclada"
"295","Chrysobalanaceae","Hirtella hispidula Miq.","Hirtella hispidula Miq.",22448,"Chrysobalanaceae","Hirtella hispidula Miq.",22448,NA,"LFB","name ok","","Hirtella hispidula"
"296","Chrysobalanaceae","Hirtella martiana Hook.f.","Hirtella martiana Hook.f.",16802,"Chrysobalanaceae","Hirtella martiana Hook.f.",16802,NA,"LFB","name ok","","Hirtella martiana"
"297","Chrysobalanaceae","Hirtella sprucei Benth. ex Hook.f.","Hirtella sprucei Benth. ex Hook.f.",16809,"Chrysobalanaceae","Hirtella sprucei Benth. ex Hook.f.",16809,NA,"LFB","name ok","","Hirtella sprucei"
"298","Annonaceae","Hornschuchia bryotrophe Nees","Hornschuchia bryotrophe Nees",110467,"Annonaceae","Hornschuchia bryotrophe Nees",110467,NA,"LFB","name ok","","Hornschuchia bryotrophe"
"299","Melastomataceae","Huberia ovalifolia DC.","Huberia ovalifolia DC.",9486,"Melastomataceae","Huberia ovalifolia DC.",9486,"jacatirão-PORTUGUES-Sudeste/mangue-bravo-PORTUGUES-Sudeste/mangue-do-mato-PORTUGUES-Sudeste/quaresma-branca-PORTUGUES-Sudeste","LFB","name ok","","Huberia ovalifolia"
"300","Humiriaceae","Humiriastrum dentatum (Casar.) Cuatrec.","Humiriastrum dentatum (Casar.) Cuatrec.",7977,"Humiriaceae","Humiriastrum dentatum (Casar.) Cuatrec.",7977,NA,"LFB","name ok","","Humiriastrum dentatum"
"301","Malvaceae","Hydrogaster trinervis Kuhlm.","Hydrogaster trinervis Kuhlm.",9086,"Malvaceae","Hydrogaster trinervis Kuhlm.",9086,NA,"LFB","name ok","","Hydrogaster trinervis"
"302","Fabaceae","Hymenaea eriogyne Benth.","Hymenaea eriogyne Benth.",28134,"Fabaceae","Hymenaea eriogyne Benth.",28134,NA,"LFB","name ok","","Hymenaea eriogyne"
"303","Fabaceae","Hymenaea rubriflora Ducke","Hymenaea rubriflora Ducke",78713,"Fabaceae","Hymenaea rubriflora Ducke",78713,"Jatobá-PORTUGUES-Brasil/Tamarindo-PORTUGUES-Algumas regiões do NE","LFB","name ok","","Hymenaea rubriflora"
"304","Fabaceae","Hymenaea velutina Ducke","Hymenaea velutina Ducke",78717,"Fabaceae","Hymenaea velutina Ducke",78717,NA,"LFB","name ok","","Hymenaea velutina"
"305","Aquifoliaceae","Ilex conocarpa Reissek","Ilex conocarpa Reissek",4888,"Aquifoliaceae","Ilex conocarpa Reissek",4888,NA,"LFB","name ok","","Ilex conocarpa"
"306","Aquifoliaceae","Ilex integerrima Reissek","Ilex integerrima (Vell.) Reissek",4895,"Aquifoliaceae","Ilex integerrima (Vell.) Reissek",4895,"Mange da Serra-PORTUGUES-Rio de Janeiro","LFB","name ok","","Ilex integerrima"
"307","Aquifoliaceae","Ilex microdonta Reissek","Ilex microdonta Reissek",4900,"Aquifoliaceae","Ilex microdonta Reissek",4900,NA,"LFB","name ok","","Ilex microdonta"
"308","Aquifoliaceae","Ilex psammophila Mart. ex Reissek","Ilex psammophila Mart. ex Reissek",4905,"Aquifoliaceae","Ilex psammophila Mart. ex Reissek",4905,NA,"LFB","name ok","","Ilex psammophila"
"309","Aquifoliaceae","Ilex pseudobuxus Reissek","Ilex pseudobuxus Reissek",4906,"Aquifoliaceae","Ilex pseudobuxus Reissek",4906,NA,"LFB","name ok","","Ilex pseudobuxus"
"310","Aquifoliaceae","Ilex taubertiana Loes.","Ilex taubertiana Loes.",4909,"Aquifoliaceae","Ilex taubertiana Loes.",4909,NA,"LFB","name ok","","Ilex taubertiana"
"311","Fabaceae","Inga barbata Benth.","Inga barbata Benth.",22985,"Fabaceae","Inga barbata Benth.",22985,"Ingá cabeludo-PORTUGUES-RJ/Ingá peludo-PORTUGUES-SP/Ingá-PORTUGUES-MG","LFB","name ok","","Inga barbata"
"312","Fabaceae","Inga sessilis Mart.","Inga sessilis (Vell.) Mart.",83263,"Fabaceae","Inga sessilis (Vell.) Mart.",83263,"ingá ferradura-PORTUGUES-Sudeste/ingá macaco-PORTUGUES-Sudeste","LFB","name ok","","Inga sessilis"
"313","Fabaceae","Inga subnuda Salzm. ex Benth.","Inga subnuda Salzm. ex Benth.",18671,"Fabaceae","Inga subnuda Salzm. ex Benth.",18671,NA,"LFB","name ok","","Inga subnuda"
"314","Fabaceae","Inga tenuis Mart.","Inga tenuis (Vell.) Mart.",18675,"Fabaceae","Inga tenuis (Vell.) Mart.",18675,NA,"LFB","name ok","","Inga tenuis"
"315","Fabaceae","Inga vulpina Mart. ex Benth.","Inga vulpina Mart. ex Benth.",18683,"Fabaceae","Inga vulpina Mart. ex Benth.",18683,"ingá bugiu-PORTUGUES-Santa Catarina/ingá banana-PORTUGUES-Minas Gerais","LFB","name ok","","Inga vulpina"
"316","Rubiaceae","Ixora gardneriana Benth.","Ixora gardneriana Benth.",14080,"Rubiaceae","Ixora gardneriana Benth.",14080,NA,"LFB","name ok","","Ixora gardneriana"
"317","Bignoniaceae","Jacaranda brasiliana Pers.","Jacaranda brasiliana (Lam.) Pers.",114109,"Bignoniaceae","Jacaranda brasiliana (Lam.) Pers.",114109,"caroba-PORTUGUES-NA/castello do cavallo-PORTUGUES-NA","LFB","name ok","","Jacaranda brasiliana"
"318","Bignoniaceae","Jacaranda caroba DC.","Jacaranda caroba (Vell.) DC.",114113,"Bignoniaceae","Jacaranda caroba (Vell.) DC.",114113,"caroba-PORTUGUES-NA/caroba muuda-PORTUGUES-NA","LFB","name ok","","Jacaranda caroba"
"319","Bignoniaceae","Jacaranda jasminoides (Thunb.) Sandwith","Jacaranda jasminoides (Thunb.) Sandwith",114147,"Bignoniaceae","Jacaranda jasminoides (Thunb.) Sandwith",114147,"carobo-PORTUGUES-NA/carobo miuda-PORTUGUES-NA","LFB","name ok","","Jacaranda jasminoides"
"320","Bignoniaceae","Jacaranda obovata Cham.","Jacaranda obovata Cham.",114163,"Bignoniaceae","Jacaranda obovata Cham.",114163,"carobinha-PORTUGUES-NA","LFB","name ok","","Jacaranda obovata"
"321","Calophyllaceae","Kielmeyera albopunctata Saddi","Kielmeyera albopunctata Saddi",6856,"Calophyllaceae","Kielmeyera albopunctata Saddi",6856,NA,"LFB","name ok","","Kielmeyera albopunctata"
"322","Calophyllaceae","Kielmeyera lathrophyton Saddi","Kielmeyera lathrophyton Saddi",6869,"Calophyllaceae","Kielmeyera lathrophyton Saddi",6869,"Pau-santo-PORTUGUES-NA","LFB","name ok","","Kielmeyera lathrophyton"
"323","Calophyllaceae","Kielmeyera membranacea Casar.","Kielmeyera membranacea Casar.",6871,"Calophyllaceae","Kielmeyera membranacea Casar.",6871,"Pau-mandioca-PORTUGUES-NA/Pequiá-amarelo-PORTUGUES-NA","LFB","name ok","","Kielmeyera membranacea"
"324","Calophyllaceae","Kielmeyera neglecta Saddi","Kielmeyera neglecta Saddi",6872,"Calophyllaceae","Kielmeyera neglecta Saddi",6872,"Caga-matéria-PORTUGUES-NA","LFB","name ok","","Kielmeyera neglecta"
"325","Calophyllaceae","Kielmeyera petiolaris Mart. & Zucc.","Kielmeyera petiolaris Mart. & Zucc.",16877,"Calophyllaceae","Kielmeyera petiolaris Mart. & Zucc.",16877,"Pau-santo-PORTUGUES-NA/Pau-de-são-josé-PORTUGUES-NA/Pau-louro-PORTUGUES-NA/Pau-louro-d'anta-PORTUGUES-NA","LFB","name ok","","Kielmeyera petiolaris"
"326","Calophyllaceae","Kielmeyera speciosa A.St.-Hil.","Kielmeyera speciosa A.St.-Hil.",28326,"Calophyllaceae","Kielmeyera speciosa A.St.-Hil.",28326,"Folha-santa-PORTUGUES-NA/Malva-do-campo-PORTUGUES-NA","LFB","name ok","","Kielmeyera speciosa"
"327","Lacistemataceae","Lacistema pubescens Mart.","Lacistema pubescens Mart.",17846,"Lacistemataceae","Lacistema pubescens Mart.",17846,NA,"LFB","name ok","","Lacistema pubescens"
"328","Salicaceae","Laetia corymbulosa Spruce ex Benth.","Laetia corymbulosa Spruce ex Benth.",87658,"Salicaceae","Laetia corymbulosa Spruce ex Benth.",87658,NA,"LFB","name ok","","Laetia corymbulosa"
"329","Cunoniaceae","Lamanonia ternata Vell.","Lamanonia ternata Vell.",7124,"Cunoniaceae","Lamanonia ternata Vell.",7124,NA,"LFB","name ok","","Lamanonia ternata"
"330","Melastomataceae","Leandra acutiflora Cogn.","Leandra acutiflora (Naudin) Cogn.",9498,"Melastomataceae","Leandra acutiflora (Naudin) Cogn.",9498,NA,"LFB","name ok","","Leandra acutiflora"
"331","Melastomataceae","Leandra amplexicaulis DC.","Leandra amplexicaulis DC.",9500,"Melastomataceae","Leandra amplexicaulis DC.",9500,"pixirica-PORTUGUES-Sudeste, Sul","LFB","name ok","","Leandra amplexicaulis"
"332","Melastomataceae","Leandra barbinervis Cogn.","Leandra barbinervis (Cham. ex Triana) Cogn.",9509,"Melastomataceae","Leandra barbinervis (Cham. ex Triana) Cogn.",9509,NA,"LFB","name ok","","Leandra barbinervis"
"333","Melastomataceae","Leandra clidemioides (Naudin) Wurdack","Leandra clidemioides (Naudin) Wurdack",9519,"Melastomataceae","Leandra clidemioides (Naudin) Wurdack",9519,NA,"LFB","name ok","","Leandra clidemioides"
"334","Melastomataceae","Leandra fragilis Cogn.","Leandra fragilis Cogn.",9542,"Melastomataceae","Leandra melastomoides Raddi",9572,"cambará-do-mato-PORTUGUES-Sudeste/pixirica-PORTUGUES-Sudeste","LFB","synonym","","Leandra melastomoides"
"335","Melastomataceae","Leandra purpureovillosa Hoehne","Leandra purpureovillosa Hoehne",9599,"Melastomataceae","Leandra purpureovillosa Hoehne",9599,NA,"LFB","name ok","","Leandra purpureovillosa"
"336","Melastomataceae","Leandra quinquedentata Cogn.","Leandra quinquedentata (DC.) Cogn.",9600,"Melastomataceae","Leandra quinquedentata (DC.) Cogn.",9600,NA,"LFB","name ok","","Leandra quinquedentata"
"337","Melastomataceae","Leandra variabilis Raddi","Leandra variabilis Raddi",9638,"Melastomataceae","Leandra variabilis Raddi",9638,NA,"LFB","name ok","","Leandra variabilis"
"338","Icacinaceae","Leretia cordata Vell.","Leretia cordata Vell.",8034,"Icacinaceae","Leretia cordata Vell.",8034,"surucuína-PORTUGUES-Acre/puca yacua-PORTUGUES-NA","LFB","name ok","","Leretia cordata"
"339","Fabaceae","Leucochloron incuriale (Vell.) Barneby & J.W.Grimes","Leucochloron incuriale (Vell.) Barneby & J.W.Grimes",31038,"Fabaceae","Leucochloron incuriale (Vell.) Barneby & J.W.Grimes",31038,NA,"LFB","name ok","","Leucochloron incuriale"
"340","Fabaceae","Libidibia ferrea (Mart. ex Tul.) L.P.Queiroz","Libidibia ferrea (Mart. ex Tul.) L.P.Queiroz",109828,"Fabaceae","Libidibia ferrea (Mart. ex Tul.) L.P.Queiroz",109828,NA,"LFB","name ok","","Libidibia ferrea"
"341","Chrysobalanaceae","Licania dealbata Hook.f.","Licania dealbata Hook.f.",16823,"Chrysobalanaceae","Licania dealbata Hook.f.",16823,NA,"LFB","name ok","","Licania dealbata"
"342","Chrysobalanaceae","Licania kunthiana Hook.f.","Licania kunthiana Hook.f.",16832,"Chrysobalanaceae","Licania kunthiana Hook.f.",16832,NA,"LFB","name ok","","Licania kunthiana"
"343","Chrysobalanaceae","Licania littoralis Warm.","Licania littoralis Warm.",16837,"Chrysobalanaceae","Licania littoralis Warm.",16837,NA,"LFB","name ok","","Licania littoralis"
"344","Chrysobalanaceae","Licania tomentosa Fritsch","Licania tomentosa (Benth.) Fritsch",16857,"Chrysobalanaceae","Licania tomentosa (Benth.) Fritsch",16857,NA,"LFB","name ok","","Licania tomentosa"
"345","Lauraceae","Licaria bahiana H.Kurz","Licaria bahiana Kurz",8420,"Lauraceae","Licaria bahiana Kurz",8420,"louro-sabão-PORTUGUES-Bahia","LFB","name ok","","Licaria bahiana"
