"","original_family","original_name","name_in_Flora","original_ID","final_family","scientificName","taxonID","vernacular_names","notes","tax_notes","notes_fam","nombre"
"14","Melastomataceae","Tibouchina granulosa (Desr.) Cogn.","Tibouchina granulosa (Desr.) Cogn.",9919,"Melastomataceae","Pleroma granulosum (Desr.) D. Don",603035,"quaresmeira-PORTUGUES-Brasil","LFB","synonym","","Pleroma granulosum"
"15","Melastomataceae","Tibouchina mutabilis (Vell.) Cogn.","Tibouchina mutabilis (Vell.) Cogn.",9944,"Melastomataceae","Pleroma mutabile (Vell.) Triana",603045,NA,"LFB","synonym","","Pleroma mutabile"
"16","Melastomataceae","Tibouchina pulchra (Cham.) Cogn.","Tibouchina pulchra Cogn.",9951,"Melastomataceae","Tibouchina pulchra Cogn.",9951,NA,"LFB","name ok","","Tibouchina pulchra"
"17","Melastomataceae","Tibouchina velutina (Naud.) Cogn.","Tibouchina velutina (Naudin) Cogn.",19731,"Melastomataceae","Pleroma velutinum (Naudin) Triana",603056,NA,"LFB","synonym","","Pleroma velutinum"
"18","Clusiaceae","Tovomitopsis paniculata (Spreng.) Planch. & Triana","Tovomitopsis paniculata (Spreng.) Planch. & Triana",6890,"Clusiaceae","Tovomitopsis paniculata (Spreng.) Planch. & Triana",6890,NA,"LFB","name ok","","Tovomitopsis paniculata"
"19","Fabaceae","Trischidium molle (Benth.) H.E.Ireland","Trischidium molle (Benth.) H.E.Ireland",19219,"Fabaceae","Trischidium molle (Benth.) H.E.Ireland",19219,"Brinquinho-PORTUGUES-Bahia (Brasil)","LFB","name ok","","Trischidium molle"
"20","Rhamnaceae","Ziziphus cotinifolia Reiss.","Ziziphus cotinifolia Reissek",20673,"Rhamnaceae","Ziziphus cotinifolia Reissek",20673,"Joazeiro-PORTUGUES-Nordeste/Juazeiro-PORTUGUES-Nordeste","LFB","name ok","","Ziziphus cotinifolia"
"21","Anacardiaceae","Spondias macrocarpa Engl.","Spondias macrocarpa Engl.",4403,"Anacardiaceae","Spondias macrocarpa Engl.",4403,"cajá-redondo-PORTUGUES-sudeste/cajazeiro-PORTUGUES-sudeste/cajá-mirim-PORTUGUES-Espírito Santo","LFB","name ok","","Spondias macrocarpa"
"22","Asteraceae","Piptocarpha macropoda (DC.) Baker","Piptocarpha macropoda (DC.) Baker",5480,"Asteraceae","Piptocarpha macropoda (DC.) Baker",5480,"Malolô-PORTUGUES-Rio de Janeiro/Canela-branca-PORTUGUES-Rio de Janeiro","LFB","name ok","","Piptocarpha macropoda"
"23","Asteraceae","Piptocarpha regnellii (Sch.Bip.) Cabrera","Piptocarpha regnellii (Sch.Bip.) Cabrera",5488,"Asteraceae","Piptocarpha regnellii (Sch.Bip.) Cabrera",5488,NA,"LFB","name ok","","Piptocarpha regnellii"
"24","Fabaceae","Abarema cochleata (Willd.) Barneby & J.W.Grimes","Abarema cochleata (Willd.) Barneby & J.W.Grimes",82546,"Fabaceae","Abarema cochleata (Willd.) Barneby & J.W.Grimes",82546,NA,"LFB","name ok","","Abarema cochleata"
"25","Euphorbiaceae","Acalypha villosa Jacq.","Acalypha villosa Jacq.",17446,"Euphorbiaceae","Acalypha villosa Jacq.",17446,NA,"LFB","name ok","","Acalypha villosa"
"26","Asteraceae","Acritopappus confertus (Gardn.) R.M.King & H.Rob.","Acritopappus confertus (Gardner) R.M.King & H.Rob.",15918,"Asteraceae","Acritopappus confertus (Gardner) R.M.King & H.Rob.",15918,NA,"LFB","name ok","","Acritopappus confertus"
"27","Asteraceae","Acritopappus heterolepis (Baker) R.M.King & H.Rob.","Acritopappus heterolepis (Baker) R.M.King & H.Rob.",15923,"Asteraceae","Acritopappus heterolepis (Baker) R.M.King & H.Rob.",15923,NA,"LFB","name ok","","Acritopappus heterolepis"
"28","Euphorbiaceae","Actinostemon verticillatus Baill.","Actinostemon verticillatus (Klotzsch) Baill.",17451,"Euphorbiaceae","Actinostemon verticillatus (Klotzsch) Baill.",17451,"marfim-PORTUGUES-Alagoas/marfim-branco-PORTUGUES-Pernambuco/caranguinha-do-mato-PORTUGUES-Rio de Janeiro","LFB","name ok","","Actinostemon verticillatus"
"29","Lamiaceae","Aegiphila fluminensis Vell.","Aegiphila fluminensis Vell.",8107,"Lamiaceae","Aegiphila fluminensis Vell.",8107,NA,"LFB","name ok","","Aegiphila fluminensis"
"30","Lamiaceae","Aegiphila obducta Vell.","Aegiphila obducta Vell.",8116,"Lamiaceae","Aegiphila obducta Vell.",8116,NA,"LFB","name ok","","Aegiphila obducta"
"31","Lamiaceae","Aegiphila pernambucensis Moldenke","Aegiphila pernambucensis Moldenke",8117,"Lamiaceae","Aegiphila pernambucensis Moldenke",8117,NA,"LFB","name ok","","Aegiphila pernambucensis"
"32","Ericaceae","Agarista oleifolia G.Don","Agarista oleifolia (Cham.) G.Don",7462,"Ericaceae","Agarista oleifolia (Cham.) G.Don",7462,NA,"LFB","name ok","","Agarista oleifolia"
"33","Lauraceae","Aiouea saligna Meisn.","Aiouea saligna Meisn.",8381,"Lauraceae","Aiouea saligna Meisn.",8381,NA,"LFB","name ok","","Aiouea saligna"
"34","Arecaceae","Allagoptera caudescens Kuntze","Allagoptera caudescens (Mart.) Kuntze",33974,"Arecaceae","Allagoptera caudescens (Mart.) Kuntze",33974,"Palha-branca-PORTUGUES-NA/buri-PORTUGUES-NA","LFB","name ok","","Allagoptera caudescens"
"35","Sapindaceae","Allophylus quercifolius Radlk.","Allophylus quercifolius (Mart.) Radlk.",20876,"Sapindaceae","Allophylus quercifolius (Mart.) Radlk.",20876,"estraladão-PORTUGUES-Nordeste/goiaba-brava-PORTUGUES-Nordeste/murici-brava-PORTUGUES-Nordeste/pau-amarelo-PORTUGUES-Nordeste/pau-de-vaqueiro-PORTUGUES-Nordeste/perta-cu-PORTUGUES-Nordeste","LFB","name ok","","Allophylus quercifolius"
"36","Rubiaceae","Alseis floribunda Schott","Alseis floribunda Schott",13825,"Rubiaceae","Alseis floribunda Schott",13825,"alma-da-serra-PORTUGUES-Santa Catarina/quina-de-são-paulo-PORTUGUES-São Paulo/tarumã-PORTUGUES-Rio de Janeiro","LFB","name ok","","Alseis floribunda"
"37","Rubiaceae","Alseis pickelii Pilg. & Schmale","Alseis pickelii Pilg. & Schmale",13827,"Rubiaceae","Alseis pickelii Pilg. & Schmale",13827,"goiabinha-PORTUGUES-Pernambuco","LFB","name ok","","Alseis pickelii"
"38","Phyllanthaceae","Amanoa oblongifolia Müll.Arg.","Amanoa oblongifolia Müll.Arg.",38454,"Phyllanthaceae","Amanoa oblongifolia Müll.Arg.",38454,"'taquari'-PORTUGUES-Norte/AM","LFB","name ok","","Amanoa oblongifolia"
"39","Fabaceae","Andira anthelmia (Vell.) J.F.Macbr.","Andira anthelmia (Vell.) Benth.",29439,"Fabaceae","Andira anthelmia (Vell.) Benth.",29439,NA,"LFB","name ok","","Andira anthelmia"
"40","Fabaceae","Andira cordata Arroyo ex R.T.Penn. & H.C.Lima","Andira cordata Arroyo ex R.T.Penn. & H.C.Lima",29440,"Fabaceae","Andira cordata Arroyo ex R.T.Penn. & H.C.Lima",29440,NA,"LFB","name ok","","Andira cordata"
"41","Fabaceae","Andira legalis (Vell.) Toledo","Andira legalis (Vell.) Toledo",29444,"Fabaceae","Andira legalis (Vell.) Toledo",29444,NA,"LFB","name ok","","Andira legalis"
"42","Fabaceae","Andira nitida Mart. ex Benth.","Andira nitida Mart. ex Benth.",18086,"Fabaceae","Andira nitida Mart. ex Benth.",18086,NA,"LFB","name ok","","Andira nitida"
"43","Fabaceae","Andira ormosioides Benth.","Andira ormosioides Benth.",29445,"Fabaceae","Andira ormosioides Benth.",29445,NA,"LFB","name ok","","Andira ormosioides"
"44","Rutaceae","Angostura bracteata (Nees & Mart.) Kallunki","Angostura bracteata (Nees & Mart.) Kallunki",285,"Rutaceae","Angostura bracteata (Nees & Mart.) Kallunki",285,"gramirim-café-PORTUGUES-Espírito Santo","LFB","name ok","","Angostura bracteata"
"45","Rutaceae","Rauia nodosa (Engl.) Kallunki","Rauia nodosa (Engl.) Kallunki",950,"Rutaceae","Rauia nodosa (Engl.) Kallunki",950,NA,"LFB","name ok","","Rauia nodosa"
"46","Lauraceae","Aniba burchellii Kosterm.","Aniba burchellii Kosterm.",23346,"Lauraceae","Aniba burchellii Kosterm.",23346,"louro chumbo-PORTUGUES-Acre","LFB","name ok","","Aniba burchellii"
"47","Lauraceae","Aniba desertorum Mez","Aniba desertorum (Nees) Mez",17923,"Lauraceae","Aniba desertorum (Nees) Mez",17923,NA,"LFB","name ok","","Aniba desertorum"
"48","Lauraceae","Aniba firmula (Nees & Mart.) Mez","Aniba firmula (Nees & Mart.) Mez",8383,"Lauraceae","Aniba firmula (Nees & Mart.) Mez",8383,NA,"LFB","name ok","","Aniba firmula"
"49","Annonaceae","Annona aurantiaca Barb.Rodr.","Annona aurantiaca Barb.Rodr.",117065,"Annonaceae","Annona aurantiaca Barb.Rodr.",117065,"Brutinho-PORTUGUES-NA","LFB","name ok","","Annona aurantiaca"
"50","Annonaceae","Annona neosericea H.Rainer","Annona neosericea H.Rainer",110256,"Annonaceae","Annona neosericea H.Rainer",110256,"Araticum-PORTUGUES-NA/Araticu pecanine-PORTUGUES-NA/Cortiça-PORTUGUES-NA/Cortiça-ourica-PORTUGUES-NA/Curtiça-PORTUGUES-NA/Curtição-PORTUGUES-NA/Pinha da mata-PORTUGUES-NA","LFB","name ok","","Annona neosericea"
"51","Annonaceae","Annona rugulosa (Schltdl.) H.Rainer","Annona rugulosa (Schltdl.) H.Rainer",110261,"Annonaceae","Annona rugulosa (Schltdl.) H.Rainer",110261,NA,"LFB","name ok","","Annona rugulosa"
"52","Annonaceae","Annona salzmannii A.DC.","Annona salzmannii A.DC.",117269,"Annonaceae","Annona salzmannii A.DC.",117269,"Araticum-PORTUGUES-Nordeste/Pinaíba-PORTUGUES-Nordeste","LFB","name ok","","Annona salzmannii"
"53","Annonaceae","Annona vepretorum Mart.","Annona vepretorum Mart.",117277,"Annonaceae","Annona vepretorum Mart.",117277,"Pinha da Caatinga-PORTUGUES-Nordeste","LFB","name ok","","Annona vepretorum"
"54","Apocynaceae","Aspidosperma discolor A.DC.","Aspidosperma discolor A.DC.",4526,"Apocynaceae","Aspidosperma discolor A.DC.",4526,"cabo-de-machado-PORTUGUES-NA/pau-pereiro-PORTUGUES-NA/quina-PORTUGUES-NA","LFB","name ok","","Aspidosperma discolor"
"55","Apocynaceae","Aspidosperma multiflorum A.DC.","Aspidosperma multiflorum A.DC.",15548,"Apocynaceae","Aspidosperma multiflorum A.DC.",15548,"Pitiá-PORTUGUES-Ceará","LFB","name ok","","Aspidosperma multiflorum"
"56","Apocynaceae","Aspidosperma pyricollum Müll.Arg.","Aspidosperma pyricollum Müll.Arg.",15550,"Apocynaceae","Aspidosperma pyricollum Müll.Arg.",15550,NA,"LFB","name ok","","Aspidosperma pyricollum"
"57","Anacardiaceae","Astronium concinnum Schott","Astronium concinnum Schott",4383,"Anacardiaceae","Astronium concinnum Schott",4383,"aroeira-rajada-PORTUGUES-Minas Gerais/guarubu-violeta-PORTUGUES-Espírito Santo/itapicuru-ferreiro-PORTUGUES-Nordeste/mucuri-PORTUGUES-Nordeste","LFB","name ok","","Astronium concinnum"
"58","Solanaceae","Aureliana velutina Sendtn.","Aureliana velutina Sendtn.",14587,"Solanaceae","Aureliana velutina Sendtn.",14587,NA,"LFB","name ok","","Aureliana velutina"
"59","Sapindaceae","Averrhoidium gardnerianum Baill.","Averrhoidium gardnerianum Baill.",20880,"Sapindaceae","Averrhoidium gardnerianum Baill.",20880,"tingui-PORTUGUES-Nordeste","LFB","name ok","","Averrhoidium gardnerianum"
"60","Asteraceae","Baccharis oreophila Malme","Baccharis oreophila Malme",5222,"Asteraceae","Baccharis oreophila Malme",5222,"alecrim-PORTUGUES-NA/vassoura-PORTUGUES-NA","LFB","name ok","","Baccharis oreophila"
"61","Arecaceae","Bactris setosa Mart.","Bactris setosa Mart.",15698,"Arecaceae","Bactris setosa Mart.",15698,NA,"LFB","name ok","","Bactris setosa"
"62","Rutaceae","Balfourodendron molle (Miq.) Pirani","Balfourodendron molle (Miq.) Pirani",342,"Rutaceae","Balfourodendron molle (Miq.) Pirani",342,"folha-miúda-PORTUGUES-Bahia/mucambo-PORTUGUES-Bahia/pau-marfim-PORTUGUES-Pernambuco/pereiro-preto-PORTUGUES-Bahia","LFB","name ok","","Balfourodendron molle"
"63","Salicaceae","Banara parviflora Benth.","Banara parviflora (A.Gray) Benth.",14358,"Salicaceae","Banara parviflora (A.Gray) Benth.",14358,NA,"LFB","name ok","","Banara parviflora"
"64","Malpighiaceae","Barnebya harleyi W.R.Anderson & B.Gates","Barnebya harleyi W.R.Anderson & B.Gates",19415,"Malpighiaceae","Barnebya harleyi W.R.Anderson & B.Gates",19415,NA,"LFB","name ok","","Barnebya harleyi"
"65","Rubiaceae","Bathysa stipulata Presl","Bathysa stipulata (Vell.) C.Presl",13840,"Rubiaceae","Bathysa stipulata (Vell.) C.Presl",13840,"quina-da-serra-PORTUGUES-Rio de Janeiro/pau-de-colher-PORTUGUES-Rio de Janeiro/quina-da-serra-PORTUGUES-Rio de Janeiro/autuparana-PORTUGUES-Minas Gerais, São Paulo/folha-larga-PORTUGUES-Minas Gerais","LFB","name ok","","Bathysa stipulata"
"66","Fabaceae","Bauhinia catingae Harms","Bauhinia catingae Harms",25634,"Fabaceae","Bauhinia catingae Harms",25634,NA,"LFB","name ok","","Bauhinia catingae"
"67","Fabaceae","Bauhinia pulchella Benth.","Bauhinia pulchella Benth.",82681,"Fabaceae","Bauhinia pulchella Benth.",82681,NA,"LFB","name ok","","Bauhinia pulchella"
"68","Melastomataceae","Bellucia dichotoma Cogn.","Bellucia dichotoma Cogn.",23691,"Melastomataceae","Bellucia dichotoma Cogn.",23691,"araçarana-PORTUGUES-Norte/araçá-de-anta-PORTUGUES-NA","LFB","name ok","","Bellucia dichotoma"
"69","Melastomataceae","Bellucia egensis (DC.) Penneys, Michelang., Judd & Almeda","Bellucia egensis (DC.) Penneys, Michelangeli, Judd, and Almeda",138862,"Melastomataceae","Bellucia egensis (DC.) Penneys, Michelangeli, Judd, and Almeda",138862,NA,"LFB","name ok","","Bellucia egensis"
"70","Euphorbiaceae","Bernardia tamanduana Müll.Arg.","Bernardia tamanduana (Baill.) Müll.Arg.",17468,"Euphorbiaceae","Bernardia tamanduana (Baill.) Müll.Arg.",17468,NA,"LFB","name ok","","Bernardia tamanduana"
"71","Fabaceae","Blanchetiodendron blanchetii (Benth.) Barneby & J.W.Grimes","Blanchetiodendron blanchetii (Benth.) Barneby & J.W.Grimes",18142,"Fabaceae","Blanchetiodendron blanchetii (Benth.) Barneby & J.W.Grimes",18142,NA,"LFB","name ok","","Blanchetiodendron blanchetii"
"72","Bonnetiaceae","Bonnetia stricta (Nees) Nees & Mart.","Bonnetia stricta (Nees) Nees & Mart.",32920,"Bonnetiaceae","Bonnetia stricta (Nees) Nees & Mart.",32920,NA,"LFB","name ok","","Bonnetia stricta"
"73","Nyctaginaceae","Bougainvillea glabra Choisy","Bougainvillea glabra Choisy",10906,"Nyctaginaceae","Bougainvillea glabra Choisy",10906,"juvú-PORTUGUES-SC/três-marias, primavera, buganvilia-PORTUGUES-Sudeste","LFB","name ok","","Bougainvillea glabra"
"74","Polygalaceae","Bredemeyera hebeclada (DC.) J.F.B.Pastore","Bredemeyera hebeclada (DC.) J.F.B.Pastore",121877,"Polygalaceae","Bredemeyera hebeclada (DC.) J.F.B.Pastore",121877,NA,"LFB","name ok","","Bredemeyera hebeclada"
"75","Solanaceae","Brunfelsia clandestina Plowman","Brunfelsia clandestina Plowman",14597,"Solanaceae","Brunfelsia clandestina Plowman",14597,NA,"LFB","name ok","","Brunfelsia clandestina"
"76","Solanaceae","Brunfelsia pauciflora Benth.","Brunfelsia pauciflora (Cham. & Schltdl.) Benth.",14603,"Solanaceae","Brunfelsia pauciflora (Cham. & Schltdl.) Benth.",14603,NA,"LFB","name ok","","Brunfelsia pauciflora"
"77","Malpighiaceae","Byrsonima affinis W.R.Anderson","Byrsonima affinis W.R.Anderson",30435,"Malpighiaceae","Byrsonima affinis W.R.Anderson",30435,"Murici D'anta-PORTUGUES-Mato Grosso","LFB","name ok","","Byrsonima affinis"
"78","Malpighiaceae","Byrsonima arctostaphyloides Nied.","Byrsonima arctostaphyloides Nied.",25703,"Malpighiaceae","Byrsonima vacciniifolia A.Juss.",30459,NA,"LFB","synonym","","Byrsonima vacciniifolia"
"79","Malpighiaceae","Byrsonima basiloba A.Juss.","Byrsonima basiloba A.Juss.",30436,"Malpighiaceae","Byrsonima basiloba A.Juss.",30436,"murici-PORTUGUES-Centro-Oeste","LFB","name ok","","Byrsonima basiloba"
"80","Malpighiaceae","Byrsonima clausseniana A.Juss.","Byrsonima clausseniana A.Juss.",30440,"Malpighiaceae","Byrsonima clausseniana A.Juss.",30440,NA,"LFB","name ok","","Byrsonima clausseniana"
"81","Malpighiaceae","Byrsonima correifolia A.Juss.","Byrsonima correifolia A.Juss.",8832,"Malpighiaceae","Byrsonima correifolia A.Juss.",8832,NA,"LFB","name ok","","Byrsonima correifolia"
"82","Malpighiaceae","Byrsonima gardneriana A.Juss.","Byrsonima gardneriana A.Juss.",19422,"Malpighiaceae","Byrsonima gardneriana A.Juss.",19422,NA,"LFB","name ok","","Byrsonima gardneriana"
"83","Malpighiaceae","Byrsonima guilleminiana A.Juss.","Byrsonima guilleminiana A.Juss.",30446,"Malpighiaceae","Byrsonima guilleminiana A.Juss.",30446,NA,"LFB","name ok","","Byrsonima guilleminiana"
"84","Malpighiaceae","Byrsonima lancifolia A.Juss.","Byrsonima lancifolia A.Juss.",30448,"Malpighiaceae","Byrsonima lancifolia A.Juss.",30448,NA,"LFB","name ok","","Byrsonima lancifolia"
"85","Malpighiaceae","Byrsonima laxiflora Griseb.","Byrsonima laxiflora Griseb.",8837,"Malpighiaceae","Byrsonima laxiflora Griseb.",8837,NA,"LFB","name ok","","Byrsonima laxiflora"
"86","Malpighiaceae","Byrsonima rotunda Griseb.","Byrsonima rotunda Griseb.",19427,"Malpighiaceae","Byrsonima rotunda Griseb.",19427,NA,"LFB","name ok","","Byrsonima rotunda"
"87","Malpighiaceae","Byrsonima stannardii W.R.Anderson","Byrsonima stannardii W.R.Anderson",19428,"Malpighiaceae","Byrsonima stannardii W.R.Anderson",19428,NA,"LFB","name ok","","Byrsonima stannardii"
"88","Malpighiaceae","Byrsonima umbellata Mart. ex A.Juss.","Byrsonima umbellata Mart. ex A.Juss.",19431,"Malpighiaceae","Byrsonima umbellata Mart. ex A.Juss.",19431,NA,"LFB","name ok","","Byrsonima umbellata"
"89","Malpighiaceae","Byrsonima vacciniifolia A.Juss.","Byrsonima vacciniifolia A.Juss.",30459,"Malpighiaceae","Byrsonima vacciniifolia A.Juss.",30459,NA,"LFB","name ok","","Byrsonima vacciniifolia"
"90","Fabaceae","Calliandra asplenioides (Nees) Renvoize","Calliandra asplenioides (Nees) Renvoize",18172,"Fabaceae","Calliandra asplenioides (Nees) Renvoize",18172,NA,"LFB","name ok","","Calliandra asplenioides"
"91","Fabaceae","Calliandra spinosa Ducke","Calliandra spinosa Ducke",78851,"Fabaceae","Calliandra spinosa Ducke",78851,NA,"LFB","name ok","","Calliandra spinosa"
"92","Vochysiaceae","Callisthene microphylla Warm.","Callisthene microphylla Warm.",15277,"Vochysiaceae","Callisthene microphylla Warm.",15277,"Vassourinha-PORTUGUES-Piauí","LFB","name ok","","Callisthene microphylla"
"93","Vochysiaceae","Callisthene minor Mart.","Callisthene minor Mart.",15278,"Vochysiaceae","Callisthene minor Mart.",15278,"Pau de Pilão-PORTUGUES-NA","LFB","name ok","","Callisthene minor"
"94","Vochysiaceae","Callisthene mollissima Warm.","Callisthene mollissima Warm.",33312,"Vochysiaceae","Callisthene mollissima Warm.",33312,"Bico-de-papagaio-PORTUGUES-Goiás","LFB","name ok","","Callisthene mollissima"
"95","Myrtaceae","Calycorectes acutatus (Miq.) Toledo","Calycorectes acutatus (Miq.) Toledo",31473,"Myrtaceae","Eugenia acutata Miq.",10339,NA,"LFB","synonym","","Eugenia acutata"
"96","Myrtaceae","Calyptranthes brasiliensis Spreng.","Calyptranthes brasiliensis Spreng.",10273,"Myrtaceae","Calyptranthes brasiliensis Spreng.",10273,NA,"LFB","name ok","","Calyptranthes brasiliensis"
"97","Myrtaceae","Calyptranthes clusiifolia O.Berg","Calyptranthes clusiifolia O.Berg",10275,"Myrtaceae","Calyptranthes clusiifolia O.Berg",10275,NA,"LFB","name ok","","Calyptranthes clusiifolia"
"98","Myrtaceae","Calyptranthes grammica (Spreng.) D.Legrand","Calyptranthes grammica (Spreng.) D.Legrand",10284,"Myrtaceae","Calyptranthes grammica (Spreng.) D.Legrand",10284,NA,"LFB","name ok","","Calyptranthes grammica"
"99","Myrtaceae","Calyptranthes grandifolia O.Berg","Calyptranthes grandifolia O.Berg",10286,"Myrtaceae","Calyptranthes brasiliensis Spreng.",10273,NA,"LFB","synonym","","Calyptranthes brasiliensis"
"100","Myrtaceae","Calyptranthes lanceolata O.Berg","Calyptranthes lanceolata O.Berg",10288,"Myrtaceae","Calyptranthes lanceolata O.Berg",10288,NA,"LFB","name ok","","Calyptranthes lanceolata"
"101","Myrtaceae","Calyptranthes strigipes O.Berg","Calyptranthes strigipes O.Berg",10302,"Myrtaceae","Calyptranthes strigipes O.Berg",10302,NA,"LFB","name ok","","Calyptranthes strigipes"
"102","Myrtaceae","Calyptranthes widgreniana O.Berg","Calyptranthes widgreniana O.Berg",10306,"Myrtaceae","Calyptranthes widgreniana O.Berg",10306,NA,"LFB","name ok","","Calyptranthes widgreniana"
"103","Myrtaceae","Campomanesia dichotoma (O.Berg) Mattos","Campomanesia dichotoma (O.Berg) Mattos",10312,"Myrtaceae","Campomanesia dichotoma (O.Berg) Mattos",10312,NA,"LFB","name ok","","Campomanesia dichotoma"
"104","Myrtaceae","Campomanesia ilhoensis Mattos","Campomanesia ilhoensis Mattos",36877,"Myrtaceae","Campomanesia ilhoensis Mattos",36877,NA,"LFB","name ok","","Campomanesia ilhoensis"
"105","Myrtaceae","Campomanesia velutina (Cambessedes) Berg","Campomanesia velutina (Cambess.) O.Berg",10333,"Myrtaceae","Campomanesia velutina (Cambess.) O.Berg",10333,NA,"LFB","name ok","","Campomanesia velutina"
"106","Solanaceae","Capsicum caatingae Barboza & Agra","Capsicum caatingae Barboza & Agra",122293,"Solanaceae","Capsicum caatingae Barboza & Agra",122293,NA,"LFB","name ok","","Capsicum caatingae"
"107","Lecythidaceae","Cariniana rubra Miers","Cariniana rubra Gardner ex Miers",30223,"Lecythidaceae","Cariniana rubra Gardner ex Miers",30223,"cachimbeira-PORTUGUES-NA/cachimbo de macaco-PORTUGUES-NA/jequitibtá-PORTUGUES-NA","LFB","name ok","","Cariniana rubra"
"108","Achariaceae","Carpotroche brasiliensis Endl.","Carpotroche brasiliensis (Raddi) A Gray",4248,"Achariaceae","Carpotroche brasiliensis (Raddi) A Gray",4248,NA,"LFB","name ok","","Carpotroche brasiliensis"
"109","Salicaceae","Casearia commersoniana Cambess.","Casearia commersoniana Cambess.",14366,"Salicaceae","Casearia commersoniana Cambess.",14366,"carapanauba-í-PORTUGUES-Amapá/aderninho-de-capoeira, pau-de-espeto, quebra-facão-PORTUGUES-Bahia/cabatão, canela-de-viado, flor-da-noiva-PORTUGUES-Ceará/mourão-PORTUGUES-Goiás/pa-de-carne-PORTUGUES-Maranhão/assa-leitão, erva-de-tiú, pau-de-espeto-PORTUGUES-Minhas Gerais/Café-bravo, farinha-seca, pimentinha-PORTUGUES-Pernambuco/cafezinho-do-mato, sapucainha-PORTUGUES-Rio de Janeiro/Tomimrinanke (Uaiacá-Mucajaí)-PORTUGUES-Roraima","LFB","name ok","","Casearia commersoniana"
"110","Salicaceae","Casearia eichleriana Sleumer","Casearia eichleriana Sleumer",14368,"Salicaceae","Casearia eichleriana Sleumer",14368,NA,"LFB","name ok","","Casearia eichleriana"
"111","Fabaceae","Cassia leiandra Benth.","Cassia leiandra Benth.",22863,"Fabaceae","Cassia leiandra Benth.",22863,"taxi preto da folha miúda-PORTUGUES-Acre","LFB","name ok","","Cassia leiandra"
"112","Fabaceae","Cassia leptophylla Vogel","Cassia leptophylla Vogel",100880,"Fabaceae","Cassia leptophylla Vogel",100880,NA,"LFB","name ok","","Cassia leptophylla"
