"","especies","use","url"
"87","Capparidastrum brasilianum","",""
"88","Capsicum caatingae","",""
"89","Cariniana rubra","use","http://tropical.theferns.info/viewtropical.php?id=Cariniana+rubra"
"90","Carpotroche brasiliensis","use","http://tropical.theferns.info/viewtropical.php?id=Carpotroche+brasiliensis"
"91","Casearia commersoniana","",""
"92","Casearia eichleriana","",""
"93","Cassia leiandra","use","http://tropical.theferns.info/viewtropical.php?id=Cassia+leiandra"
"94","Cassia leptophylla","use","http://tropical.theferns.info/viewtropical.php?id=Cassia+leptophylla"
"95","Cecropia glaziovii","use","http://tropical.theferns.info/viewtropical.php?id=Cecropia+glaziovii"
"96","Cecropia hololeuca","use","http://tropical.theferns.info/viewtropical.php?id=Cecropia+hololeuca"
"97","Ceiba erianthos","use","http://tropical.theferns.info/viewtropical.php?id=Ceiba+erianthos"
"98","Cenostigma macrophyllum","use","http://tropical.theferns.info/viewtropical.php?id=Cenostigma+macrophyllum"
"99","Cenostigma tocantinum","use","http://tropical.theferns.info/viewtropical.php?id=Cenostigma+tocantinum"
"100","Cestrum bracteatum","",""
"101","Cestrum salzmannii","",""
"102","Chamaecrista bahiae","",""
"103","Chamaecrista eitenorum","",""
"104","Chamaecrista multiseta","",""
"105","Chamaecrista orbiculata","",""
"106","Chamaecrista zygophylloides","",""
"107","Chloroleucon dumosum","",""
"108","Chomelia brasiliana","",""
"109","Chomelia pohliana","",""
"110","Chrysophyllum rufum","",""
"111","Cinnamodendron dinisii","use","http://tropical.theferns.info/viewtropical.php?id=Cinnamodendron+dinisii"
"112","Cinnamomum sellowianum","",""
"113","Cissampelos sympodialis","",""
"114","Citharexylum solanaceum","use","http://tropical.theferns.info/viewtropical.php?id=Citharexylum+solanaceum"
"115","Clitoria fairchildiana","use","http://tropical.theferns.info/viewtropical.php?id=Clitoria+fairchildiana"
"116","Clusia burle-marxii","",""
"117","Clusia fluminensis","use","http://tropical.theferns.info/viewtropical.php?id=Clusia+fluminensis"
"118","Clusia hilariana","use","http://tropical.theferns.info/viewtropical.php?id=Clusia+hilariana"
"119","Clusia lanceolata","use","http://tropical.theferns.info/viewtropical.php?id=Clusia+lanceolata"
"120","Clusia melchiorii","",""
"121","Clusia obdeltifolia","",""
"122","Clusia paralicola","",""
"123","Clusia sellowiana","",""
"124","Clusia spiritu-sanctensis","",""
"125","Clusia weddelliana","",""
"126","Cnidoscolus bahianus","",""
"127","Cnidoscolus oligandrus","",""
"128","Cnidoscolus pubescens","",""
"129","Cnidoscolus quercifolius","use","http://tropical.theferns.info/viewtropical.php?id=Cnidoscolus+quercifolius"
"130","Cnidoscolus ulei","",""
"131","Coccoloba alnifolia","",""
"132","Coccoloba declinata","",""
"133","Coccoloba glaziovii","",""
"134","Coccoloba ramosisissima","",""
"135","Coccoloba ramosissima","",""
"136","Coccoloba rosea","use","http://tropical.theferns.info/viewtropical.php?id=Coccoloba+rosea"
"137","Coccoloba warmingii","",""
"138","Colubrina cordifolia","",""
"139","Connarus suberosus","use","http://tropical.theferns.info/viewtropical.php?id=Connarus+suberosus"
"140","Copaifera coriacea","use","http://tropical.theferns.info/viewtropical.php?id=Copaifera+coriacea"
"141","Copaifera lucens","",""
"142","Copaifera luetzelburgii","",""
"143","Copaifera marginata","",""
"144","Copaifera martii","use","http://tropical.theferns.info/viewtropical.php?id=Copaifera+martii"
"145","Copaifera oblongifolia","",""
"146","Copaifera trapezifolia","",""
"147","Copernicia prunifera","use","http://tropical.theferns.info/viewtropical.php?id=Copernicia+prunifera"
"148","Cordia incognita","use","http://tropical.theferns.info/viewtropical.php?id=Cordia+incognita"
"149","Cordia magnoliifolia","use","http://tropical.theferns.info/viewtropical.php?id=Cordia+magnoliifolia"
"150","Cordia oncocalyx","use","http://tropical.theferns.info/viewtropical.php?id=Cordia+oncocalyx"
"151","Cordia rufescens","",""
"152","Cordia sellowiana","use","http://tropical.theferns.info/viewtropical.php?id=Cordia+sellowiana"
"153","Cordia superba","use","http://tropical.theferns.info/viewtropical.php?id=Cordia+superba"
"154","Cordia taguahyensis","",""
"155","Corythophora alta","",""
"156","Couepia impressa","",""
"157","Coussapoa microcarpa","use","http://tropical.theferns.info/viewtropical.php?id=Coussapoa+microcarpa"
"158","Coussarea graciliflora","",""
"159","Coussarea ilheotica","",""
"160","Coussarea meridionalis","",""
"161","Critoniopsis quinqueflora","",""
"162","Croton agoensis","",""
"163","Croton blanchetianus","",""
"164","Croton celtidifolius","",""
"165","Croton jacobinensis","",""
"166","Croton macrobothrys","",""
"167","Cryptocarya mandioccana","",""
"168","Cryptocarya moschata","",""
"169","Cryptocarya saligna","",""
"170","Cupania bracteosa","",""
"171","Cupania diphylla","",""
"172","Cupania emarginata","",""
"173","Cupania impressinervia","",""
"174","Cupania ludowigii","",""
"175","Cupania paniculata","",""
"176","Cupania racemosa","use","http://tropical.theferns.info/viewtropical.php?id=Cupania+racemosa"
"177","Cupania rigida","",""
"178","Cupania rugosa","",""
"179","Cybianthus detergens","",""
"180","Dalbergia brasiliensis","use","http://tropical.theferns.info/viewtropical.php?id=Dalbergia+brasiliensis"
"181","Daphnopsis fasciculata","use","http://tropical.theferns.info/viewtropical.php?id=Daphnopsis+fasciculata"
"182","Dasyphyllum spinescens","use","http://tropical.theferns.info/viewtropical.php?id=Dasyphyllum+spinescens"
"183","Dendropanax australis","",""
"184","Dendropanax monogynus","",""
"185","Dicorynia paraensis var. ingens","",""
"186","Diospyros gaultheriifolia","",""
"187","Diospyros sericea","",""
"188","Diplotropis incexis","use","http://tropical.theferns.info/viewtropical.php?id=Diplotropis+incexis"
"189","Dipteryx lacunifera","",""
"190","Duguetia echinophora","",""
"191","Duguetia gardneriana","",""
"192","Duranta vestita","use","http://tropical.theferns.info/viewtropical.php?id=Duranta+vestita"
"193","Duroia velutina","",""
"194","Emmotum affine","use","http://tropical.theferns.info/viewtropical.php?id=Emmotum+affine"
"195","Emmotum nitens","use","http://tropical.theferns.info/viewtropical.php?id=Emmotum+nitens"
"196","Endopleura uchi","use","http://tropical.theferns.info/viewtropical.php?id=Endopleura+uchi"
"197","Eremanthus elaeagnus","",""
"198","Eremanthus erythropappus","use","http://tropical.theferns.info/viewtropical.php?id=Eremanthus+erythropappus"
"199","Eremanthus glomerulatus","use","http://tropical.theferns.info/viewtropical.php?id=Eremanthus+glomerulatus"
"200","Eremanthus goyazensis","",""
"201","Eremanthus incanus","",""
"202","Eriope exaltata","",""
"203","Eriope latifolia","",""
"204","Eriope salviifolia","",""
"205","Eriotheca candolleana","use","http://tropical.theferns.info/viewtropical.php?id=Eriotheca+candolleana"
"206","Eriotheca macrophylla","",""
"207","Erythroxylum betulaceum","",""
"208","Erythroxylum caatingae","",""
"209","Erythroxylum cuspidifolium","",""
"210","Erythroxylum engleri","",""
"211","Erythroxylum gonoclados","",""
"212","Erythroxylum pungens","",""
"213","Erythroxylum revolutum","",""
"214","Erythroxylum subrotundum","",""
"215","Eschweilera amazonica","",""
"216","Eschweilera grandiflora","use","http://tropical.theferns.info/viewtropical.php?id=Eschweilera+grandiflora"
"217","Eschweilera nana","use","http://tropical.theferns.info/viewtropical.php?id=Eschweilera+nana"
"218","Eschweilera ovata","use","http://tropical.theferns.info/viewtropical.php?id=Eschweilera+ovata"
"219","Esenbeckia pumila","",""
"220","Eugenia acutata","",""
"221","Eugenia astringens","",""
"222","Eugenia brejoensis","",""
"223","Eugenia candolleana","use","http://tropical.theferns.info/viewtropical.php?id=Eugenia+candolleana"
"224","Eugenia complicata","",""
"225","Eugenia cuprea","",""
"226","Eugenia dodonaeifolia","",""
"227","Eugenia expansa","",""
"228","Eugenia francavilleana","use","http://tropical.theferns.info/viewtropical.php?id=Eugenia+francavilleana"
"229","Eugenia fusca","",""
"230","Eugenia handroana","",""
"231","Eugenia hirta","",""
"232","Eugenia itapemirimensis","",""
"233","Eugenia kleinii","",""
"234","Eugenia langsdorffii","",""
"235","Eugenia melanogyna","",""
"236","Eugenia modesta","",""
"237","Eugenia mosenii","",""
"238","Eugenia multicostata","use","http://tropical.theferns.info/viewtropical.php?id=Eugenia+multicostata"
"239","Eugenia neoglomerata","",""
"240","Eugenia neoverrucosa","",""
"241","Eugenia oblongata","",""
"242","Eugenia pistaciifolia","",""
"243","Eugenia pruniformis","",""
"244","Eugenia rostrata","",""
"245","Eugenia selloi","use","http://tropical.theferns.info/viewtropical.php?id=Eugenia+selloi"
"246","Eugenia sonderiana","use","http://tropical.theferns.info/viewtropical.php?id=Eugenia+sonderiana"
"247","Eugenia sparsa","",""
"248","Eugenia splendens","",""
"249","Eugenia stigmatosa","",""
"250","Eugenia subavenia","",""
"251","Eugenia sulcata","use","http://tropical.theferns.info/viewtropical.php?id=Eugenia+sulcata"
"252","Eugenia ternatifolia","",""
"253","Eugenia verticillata","use","http://tropical.theferns.info/viewtropical.php?id=Eugenia+verticillata"
"254","Eugenia vetula","",""
"255","Exellodendron cordatum","use","http://tropical.theferns.info/viewtropical.php?id=Exellodendron+cordatum"
"256","Faramea bracteata","",""
"257","Faramea nigrescens","",""
"258","Faramea stipulacea","",""
"259","Ficus bahiensis","",""
"260","Ficus cestrifolia","use","http://tropical.theferns.info/viewtropical.php?id=Ficus+cestrifolia"
"261","Ficus enormis","use","http://tropical.theferns.info/viewtropical.php?id=Ficus+enormis"
"262","Fraunhofera multiflora","use","http://tropical.theferns.info/viewtropical.php?id=Fraunhofera+multiflora"
"263","Galipea jasminiflora","use","http://tropical.theferns.info/viewtropical.php?id=Galipea+jasminiflora"
"264","Gallesia integrifolia","use","http://tropical.theferns.info/viewtropical.php?id=Gallesia+integrifolia"
"265","Garcinia brasiliensis","use","http://tropical.theferns.info/viewtropical.php?id=Garcinia+brasiliensis"
"266","Gaultheria eriophylla","",""
"267","Gaylussacia brasiliensis","",""
"268","Geonoma elegans","use","http://tropical.theferns.info/viewtropical.php?id=Geonoma+elegans"
"269","Guapira graciliflora","use","http://tropical.theferns.info/viewtropical.php?id=Guapira+graciliflora"
"270","Guapira noxia","",""
"271","Guapira tomentosa","",""
"272","Guapira venosa","",""
"273","Guatteria macropus","",""
"274","Guatteria oligocarpa","",""
"275","Guatteria pogonopus","",""
"276","Guettarda angelica","use","http://tropical.theferns.info/viewtropical.php?id=Guettarda+angelica"
"277","Guettarda platypoda","",""
"278","Handroanthus umbellatus","use","http://tropical.theferns.info/viewtropical.php?id=Handroanthus+umbellatus"
"279","Heisteria perianthomega","",""
"280","Heisteria silvianii","use","http://tropical.theferns.info/viewtropical.php?id=Heisteria+silvianii"
"281","Himatanthus bracteatus","use","http://tropical.theferns.info/viewtropical.php?id=Himatanthus+bracteatus"
"282","Himatanthus drasticus","use","http://tropical.theferns.info/viewtropical.php?id=Himatanthus+drasticus"
"283","Hirtella hebeclada","use","http://tropical.theferns.info/viewtropical.php?id=Hirtella+hebeclada"
"284","Hirtella hispidula","",""
"285","Hirtella martiana","",""
"286","Hirtella sprucei","",""
"287","Homalolepis ferruginea","",""
"288","Hornschuchia bryotrophe","",""
"289","Huberia ovalifolia","",""
"290","Humiriastrum dentatum","use","http://tropical.theferns.info/viewtropical.php?id=Humiriastrum+dentatum"
"291","Hydrogaster trinervis","use","http://tropical.theferns.info/viewtropical.php?id=Hydrogaster+trinervis"
"292","Hymenaea eriogyne","",""
"293","Hymenaea rubriflora","",""
"294","Hymenaea velutina","",""
"295","Ilex conocarpa","use","http://tropical.theferns.info/viewtropical.php?id=Ilex+conocarpa"
"296","Ilex integerrima","",""
"297","Ilex microdonta","",""
"298","Ilex psammophila","",""
"299","Ilex pseudobuxus","use","http://tropical.theferns.info/viewtropical.php?id=Ilex+pseudobuxus"
"300","Ilex taubertiana","",""
"301","Inga barbata","",""
"302","Inga sessilis","use","http://tropical.theferns.info/viewtropical.php?id=Inga+sessilis"
"303","Inga subnuda","",""
"304","Inga tenuis","",""
"305","Inga vulpina","use","http://tropical.theferns.info/viewtropical.php?id=Inga+vulpina"
"306","Ixora gardneriana","use","http://tropical.theferns.info/viewtropical.php?id=Ixora+gardneriana"
"307","Jacaranda brasiliana","use","http://tropical.theferns.info/viewtropical.php?id=Jacaranda+brasiliana"
"308","Jacaranda caroba","use","http://tropical.theferns.info/viewtropical.php?id=Jacaranda+caroba"
"309","Jacaranda jasminoides","",""
"310","Jacaranda obovata","",""
"311","Kielmeyera albopunctata","",""
"312","Kielmeyera lathrophyton","use","http://tropical.theferns.info/viewtropical.php?id=Kielmeyera+lathrophyton"
"313","Kielmeyera membranacea","",""
"314","Kielmeyera neglecta","use","http://tropical.theferns.info/viewtropical.php?id=Kielmeyera+neglecta"
"315","Kielmeyera petiolaris","",""
"316","Kielmeyera speciosa","use","http://tropical.theferns.info/viewtropical.php?id=Kielmeyera+speciosa"
"317","Kielmeyera tomentosa","",""
"318","Lacistema pubescens","",""
"319","Laetia corymbulosa","",""
"320","Lamanonia ternata","use","http://tropical.theferns.info/viewtropical.php?id=Lamanonia+ternata"
"321","Leandra acutiflora","",""
"322","Leandra amplexicaulis","",""
"323","Leandra barbinervis","",""
"324","Leandra clidemioides","",""
"325","Leandra melastomoides","",""
"326","Leandra purpureovillosa","",""
"327","Leandra quinquedentata","",""
"328","Leandra variabilis","",""
"329","Lecythis idatimon","",""
"330","Leretia cordata","",""
"331","Leucochloron incuriale","use","http://tropical.theferns.info/viewtropical.php?id=Leucochloron+incuriale"
"332","Libidibia ferrea","use","http://tropical.theferns.info/viewtropical.php?id=Libidibia+ferrea"
"333","Licania dealbata","",""
"334","Licania kunthiana","use","http://tropical.theferns.info/viewtropical.php?id=Licania+kunthiana"
"335","Licania littoralis","use","http://tropical.theferns.info/viewtropical.php?id=Licania+littoralis"
"336","Licania tomentosa","use","http://tropical.theferns.info/viewtropical.php?id=Licania+tomentosa"
"337","Licaria bahiana","use","http://tropical.theferns.info/viewtropical.php?id=Licaria+bahiana"
"338","Lindackeria latifolia","",""
"339","Luehea ochrophylla","",""
"340","Luetzelburgia auriculata","use","http://tropical.theferns.info/viewtropical.php?id=Luetzelburgia+auriculata"
"341","Luetzelburgia bahiensis","use","http://tropical.theferns.info/viewtropical.php?id=Luetzelburgia+bahiensis"
"342","Lychnophora salicifolia","",""
"343","Machaerium cantarellianum","",""
"344","Machaerium punctatum","",""
"345","Machaerium salzmannii","",""
"346","Macrolobium campestre","",""
"347","Macropeplus ligustrinus","",""
"348","Macrosamanea duckei","",""
"349","Macrothumia kuhlmannii","",""
"350","Manihot carthagenensis","",""
"351","Manihot pilosa","",""
"352","Manilkara salzmannii","use","http://tropical.theferns.info/viewtropical.php?id=Manilkara+salzmannii"
"353","Manilkara triflora","",""
"354","Margaritopsis cymuligera","",""
"355","Marlierea clausseniana","",""
"356","Marlierea excoriata","",""
"357","Marlierea neuwiedeana","",""
"358","Marlierea obscura","",""
"359","Marlierea obversa","",""
"360","Matayba discolor","use","http://tropical.theferns.info/viewtropical.php?id=Matayba+discolor"
"361","Matayba heterophylla","",""
"362","Matayba intermedia","",""
"363","Matayba juglandifolia","",""
"364","Matayba marginata","",""
"365","Maytenus catingarum","",""
"366","Maytenus distichophylla","",""
"367","Maytenus gonoclada","",""
"368","Maytenus obtusifolia","use","http://tropical.theferns.info/viewtropical.php?id=Maytenus+obtusifolia"
"369","Maytenus salicifolia","",""
"370","Meliosma sellowii","use","http://tropical.theferns.info/viewtropical.php?id=Meliosma+sellowii"
"371","Metrodorea nigra","use","http://tropical.theferns.info/viewtropical.php?id=Metrodorea+nigra"
"372","Metrodorea stipularis","use","http://tropical.theferns.info/viewtropical.php?id=Metrodorea+stipularis"
"373","Metternichia princeps","use","http://tropical.theferns.info/viewtropical.php?id=Metternichia+princeps"
"374","Miconia buddlejoides","",""
"375","Miconia burchellii","",""
"376","Miconia cabucu","use","http://tropical.theferns.info/viewtropical.php?id=Miconia+cabucu"
"377","Miconia caudigera","",""
"378","Miconia chartacea","",""
"379","Miconia cinnamomifolia","use","http://tropical.theferns.info/viewtropical.php?id=Miconia+cinnamomifolia"
"380","Miconia corallina","",""
"381","Miconia cubatanensis","",""
"382","Miconia discolor","",""
"383","Miconia elegans","",""
"384","Miconia flammea","",""
"385","Miconia hirtella","",""
"386","Miconia hyemalis","",""
"387","Miconia inconspicua","",""
"388","Miconia jucunda","",""
"389","Miconia latecrenata","",""
"390","Miconia leucocarpa","",""
"391","Miconia ligustroides","use","http://tropical.theferns.info/viewtropical.php?id=Miconia+ligustroides"
"392","Miconia lymanii","",""
"393","Miconia nervosa","",""
"394","Miconia paniculata","",""
"395","Miconia pepericarpa","",""
"396","Miconia racemifera","",""
"397","Miconia sclerophylla","",""
"398","Miconia sellowiana","",""
"399","Miconia trianae","",""
"400","Miconia valtheri","",""
"401","Mimosa gemmulata","",""
"402","Mimosa ophthalmocentra","",""
"403","Mimosa regnellii","",""
"404","Moldenhawera blanchetiana","use","http://tropical.theferns.info/viewtropical.php?id=Moldenhawera+blanchetiana"
"405","Mollinedia clavigera","",""
"406","Mollinedia elegans","",""
"407","Mollinedia oligantha","",""
"408","Mollinedia schottiana","",""
"409","Mollinedia triflora","",""
"410","Mollinedia uleana","",""
"411","Mollinedia widgrenii","use","http://tropical.theferns.info/viewtropical.php?id=Mollinedia+widgrenii"
"412","Monteverdia catingarum","",""
"413","Monteverdia distichophylla","",""
"414","Monteverdia rigida","",""
"415","Monteverdia schummaniana","",""
"416","Mouriri elliptica","",""
"417","Mouriri sagotiana","",""
"418","Myrceugenia ovalifolia","",""
"419","Myrcia aethusa","",""
"420","Myrcia albotomentosa","",""
"421","Myrcia anacardiifolia","",""
"422","Myrcia bergiana","",""
"423","Myrcia brasiliensis","",""
"424","Myrcia eriocalyx","",""
"425","Myrcia eximia","",""
"426","Myrcia ferruginosa","",""
"427","Myrcia glabra","use","http://tropical.theferns.info/viewtropical.php?id=Myrcia+glabra"
"428","Myrcia hartwegiana","",""
"429","Myrcia hatschbachii","",""
"430","Myrcia hebepetala","use","http://tropical.theferns.info/viewtropical.php?id=Myrcia+hebepetala"
"431","Myrcia linearifolia","",""
"432","Myrcia littoralis","",""
"433","Myrcia mischophylla","",""
"434","Myrcia montana","",""
"435","Myrcia mutabilis","",""
"436","Myrcia obversa","",""
"437","Myrcia oligantha","",""
"438","Myrcia pubescens","",""
"439","Myrcia pubiflora","",""
"440","Myrcia racemosa","",""
"441","Myrcia retorta","",""
"442","Myrcia rufipes","",""
"443","Myrcia salzmannii","",""
"444","Myrcia spectabilis","",""
"445","Myrcia springiana","",""
"446","Myrcia subcordata","",""
"447","Myrcia tenuivenosa","",""
"448","Myrcia vestita","",""
"449","Myrcia vittoriana","",""
"450","Myrciaria glanduliflora","",""
"451","Myrciaria glazioviana","use","http://tropical.theferns.info/viewtropical.php?id=Myrciaria+glazioviana"
"452","Myrocarpus fastigiatus","use","http://tropical.theferns.info/viewtropical.php?id=Myrocarpus+fastigiatus"
"453","Myrsine hermogenesii","",""
"454","Myrsine lineata","",""
"455","Myrsine venosa","",""
"456","Nectandra gardneri","",""
"457","Nectandra nitidula","use","http://tropical.theferns.info/viewtropical.php?id=Nectandra+nitidula"
"458","Nectandra puberula","",""
"459","Neoraputia alba","use","http://tropical.theferns.info/viewtropical.php?id=Neoraputia+alba"
"460","Ocotea brachybotra","",""
"461","Ocotea dispersa","",""
"462","Ocotea divaricata","",""
"463","Ocotea fasciculata","",""
"464","Ocotea glauca","",""
"465","Ocotea glaziovii","",""
"466","Ocotea indecora","use","http://tropical.theferns.info/viewtropical.php?id=Ocotea+indecora"
"467","Ocotea lanata","",""
"468","Ocotea nitida","",""
"469","Ocotea notata","",""
"470","Ocotea nutans","",""
"471","Ocotea velutina","use","http://tropical.theferns.info/viewtropical.php?id=Ocotea+velutina"
"472","Ocotea xanthocalyx","",""
"473","Ormosia arborea","use","http://tropical.theferns.info/viewtropical.php?id=Ormosia+arborea"
"474","Ormosia paraensis","use","http://tropical.theferns.info/viewtropical.php?id=Ormosia+paraensis"
"475","Ossaea angustifolia","",""
"476","Ouratea crassa","",""
"477","Ouratea fieldingiana","",""
"478","Ouratea glaucescens","",""
"479","Ouratea ovalis","",""
"480","Ouratea parviflora","use","http://tropical.theferns.info/viewtropical.php?id=Ouratea+parviflora"
"481","Ouratea salicifolia","",""
"482","Ouratea semiserrata","",""
"483","Ouratea vaccinioides","",""
"484","Palicourea blanchetiana","",""
"485","Parapiptadenia pterosperma","use","http://tropical.theferns.info/viewtropical.php?id=Parapiptadenia+pterosperma"
"486","Parkia platycephala","use","http://tropical.theferns.info/viewtropical.php?id=Parkia+platycephala"
"487","Pausandra macropetala","",""
"488","Pausandra morisiana","",""
"489","Pausandra trianae","",""
"490","Paypayrola blanchetiana","",""
"491","Peltogyne pauciflora","",""
"492","Pera coccinea","",""
"493","Pera heteranthera","use","http://tropical.theferns.info/viewtropical.php?id=Pera+heteranthera"
"494","Persea major","",""
"495","Philyra brasiliensis","",""
"496","Physominthe vitifolia","",""
"497","Picramnia ciliata","",""
"498","Picramnia gardneri","",""
"499","Picramnia glazioviana","",""
"500","Picramnia ramiflora","",""
"501","Pilocarpus pauciflorus","",""
"502","Pilocarpus riedelianus","",""
"503","Pilocarpus spicatus","",""
"504","Piptadenia paniculata","use","http://tropical.theferns.info/viewtropical.php?id=Piptadenia+paniculata"
"505","Piptocarpha macropoda","",""
"506","Piptocarpha regnellii","",""
"507","Pityrocarpa moniliformis","use","http://tropical.theferns.info/viewtropical.php?id=Pityrocarpa+moniliformis"
"508","Platymiscium floribundum","use","http://tropical.theferns.info/viewtropical.php?id=Platymiscium+floribundum"
"509","Pleroma fissinervium","",""
"510","Pleroma granulosum","",""
"511","Pleroma mutabile","",""
"512","Pleroma velutinum","",""
"513","Plinia cauliflora","use","http://tropical.theferns.info/viewtropical.php?id=Plinia+cauliflora"
"514","Poecilanthe falcata","",""
"515","Poecilanthe ulei","use","http://tropical.theferns.info/viewtropical.php?id=Poecilanthe+ulei"
"516","Poincianella bracteosa","",""
"517","Poincianella gardneriana","",""
"518","Poincianella microphylla","",""
"519","Poincianella pyramidalis","",""
"520","Posoqueria acutifolia","use","http://tropical.theferns.info/viewtropical.php?id=Posoqueria+acutifolia"
"521","Protium brasiliense","use","http://tropical.theferns.info/viewtropical.php?id=Protium+brasiliense"
"522","Protium ovatum","",""
"523","Protium pilosissimum","",""
"524","Protium warmingianum","use","http://tropical.theferns.info/viewtropical.php?id=Protium+warmingianum"
"525","Pseudobombax campestre","",""
"526","Pseudobombax parvifolium","",""
"527","Pseudobombax simplicifolium","use","http://tropical.theferns.info/viewtropical.php?id=Pseudobombax+simplicifolium"
"528","Pseudopiptadenia bahiana","",""
"529","Pseudopiptadenia brenanii","",""
"530","Pseudopiptadenia warmingii","",""
"531","Pseudoxandra bahiensis","",""
"532","Psidium appendiculatum","",""
"533","Psidium brownianum","",""
"534","Psidium myrsinites","",""
"535","Psidium myrtoides","use","http://tropical.theferns.info/viewtropical.php?id=Psidium+myrtoides"
"536","Psidium rufum","use","http://tropical.theferns.info/viewtropical.php?id=Psidium+rufum"
"537","Psidium schenckianum","",""
"538","Psychotria anceps","",""
"539","Psychotria jambosioides","",""
"540","Psychotria laciniata","",""
"541","Psychotria mapourioides","",""
"542","Psychotria nemorosa","",""
"543","Psychotria nuda","",""
"544","Pterodon abruptus","",""
"545","Quiina amazonica","",""
"546","Quiina glaziovii","",""
